school_state,teacher_prefix,project_grade_category,teacher_number_of_previously_posted_projects,clean_categories,clean_subcategories,essay,price,project_is_approved
ia,mrs,grades_prek_2,1,math_science,environmentalscience health_lifescience,do not rescue child challenge teach fact this quote drlaura com this one mottos live classroom we work hard day challenge become best i 23 students wide range backgrounds ethnicity i least 5 nationalities 4 types special education students classroom our building growing leaps bounds year we big transient population school new students starting last month school there also quite talented gifted children room well though different try day let others know kindness respect the science curriculum district rigorous we unit insects plants balance motion weather each units lends really challenging students opportunity use technology ways kinds students benefit i would like get ipads take pictures insects move stages life well create books videos presentations creatures plants they would able use weather apps create videos forecasting weather there many applications could use enhance curriculum challenge take things next level having extra technology help across curricular areas well i teach students problem solvers best day having technology classroom allow opportunities typically would not instead trying get technology day classroom already we would not worry availability technology given moment students grab ipad creative complete classroom job,343.2,0
ok,mr,grades_3_5,12,math_science,appliedsciences environmentalscience,i large group kids year our state budget crisis i become creative make learning fun outdoor education helped make learning fun i diverse group students a little half classroom consist students come homes living poverty level these students responsible school generally parents working one job my students able document learning camp able look back memories years come we classroom camera use make videos slideshows show talents skills please consider donating project students document success show families anyone general wants see i amazing group students need cheered success,120.46,0
az,ms,grades_3_5,1,literacy_language,literature_writing,a typical day reading class full wonder good literature we become word detectives travel new places dig past discover new interesting scientific phenomenon reading single text i excited add growing love literature we truly melting pot individual comes unique mindset story our school low income means many kids come different needs again makes us interesting our school loving one great caring teachers parents students it place i proud i never excited get project funded rules one books changes way think molds brain new outlook life it perfect age range i currently teach i plan using resources teach whole group reading lessons small group reading lessons the activities engage involve deep discussions differing opinions text rules tough text talk since deals real life experiences knowing someone autism we write short answer responses using textual evidence support answers write opinion essay end book well we relate learning real life put shoes main character our guiding question what normal students truly grow readers individuals life changing story autism part i temple grandin one way teach empathy learn someone else struggles we cannot truly empathetic autism growing someone autism unless experience one closest ways experience something read immerse main character world my students book rules cynthia lord my hope walk away book deeper awareness special needs,5.1,0
mi,ms,grades_prek_2,0,appliedlearning health_sports,earlydevelopment health_wellness,our kindergarten classroom belongs all us students expected treat room belongings like second home i always researching new ways challenge classroom environment change way things done why continue old path mix keep fresh we diverse classroom full creative courageous thinkers learners workers we 10 girls 13 boys classroom we believe joy laughter making moment count our class spends day exploring little lives active academic social emotional tasks laughing smiling silly we trying flexible seating remainder school year kindergarten students need wiggle room kinds things learning mistakes change curiosity definitely movement today kids techy kids hooked technology experiencing less active moments little ones meant use whole classroom learning experience wobble chairs help students stay focused engaged way move bodies the donations wobble stools impact classroom greatly we able explore different approaches learning working growing changing future first graders,69.95,1
fl,mr,grades_9_12,0,music_arts,music performingarts,by end year i expect students self directed learners the biggest challenge getting keeping focused totally involved lesson hand the demographics 70 african american 28 hispanic 1 asian 1 caucasian we agricultural area limited resources many jobs involve field work seasonal therefore large population students migrate following work by receiving band equipment students grasp various types music need order perform half time shows games school related activities require band perform they learn manipulate instruments better music feel comfortable performing public eye everyone feel apart class no one left everyone able participate every activity requires instrument all students engaged learning focused musical arts students learn work group social environment wielding instrument helps improve ones breathing stamina some may even get scholarships ultimately able college,1649.99,0
in,ms,grades_6_8,24,literacy_language specialneeds,literature_writing specialneeds,my students 7th grade students science technology engineering mathematics magnet middle school our school serves students live high poverty households ninety percent students receive free reduced lunch my goal help mold students life long learners our school science technology engineering mathematics magnet effectively serving students live high poverty households ninety percent students receive free reduced lunch through innovative programs showing rapid growth state measured standardized test score improvement my students need hanging file folders file folders store new interactive notebooks class notes my students use hanging file folders file folders keep class work organized middle school crazy enough helping students keep track important documents interactive notebooks key middle school hard age teaching students become organized thoughtful students imperative learning brains changing these materials help students develop organization skills grow learners i plan use file folders store class notes well serving portfolio work exceptionally proud my hope students well established portfolio take home end school year,96.54,1
ca,mr,grades_3_5,1,math_science literacy_language,environmentalscience literacy,i relate literacy skills fishing kids while fishing surface easy get smaller fish we want bigger fish let go deeper my job guide students toward deeper meaning ultimately i need get way my students fascinating stories tell they come variety different cultural socio economic backgrounds they tweens caught middle childhood wanting little kids they want discover world determine meaning school i combination 4th 5th graders challenge best person i everyday my school nestled san francisco east bay hills it small community school heart residential community the school showing age quickly running space number kids neighborhood so long textbooks hello creating meaning multiple sources we developing 21st literacy skills small group discussion collaborative problem solving by using subject specific informational texts able address next generation science standards explore topics inspire us we use literature circle books critique analyze fiction well we make connections generate ideas create products demonstrate deeper understanding texts your donations students practice working collaboratively develop deepen thinking communicate positively express creativity they love discovering new books i enjoy challenging ideas complex texts my students not learn world around learn,153.8,1
il,mrs,grades_9_12,0,specialneeds,specialneeds,the first day school suppose happy start new year students not necessary school supplies make start school year stressful unhappy experience my students 9 12 grade special education students mild moderate cognitive delays emotional disturbances we community 18 000 financial stressed due closing major factories businesses last 15 years because school 40 percent free reduced lunch means students often not means obtain necessary supplies successful school students able learn study skills necessary successful educational setting teachers staff able assist students setting binders based class schedules order keep organized throughout school year they also brand new supplies not handed year year it allow feel like typical high school student by necessary supplies learn organizational skills throughout year students academically successful the teacher staff check daily tutorial period study hall class see students supplies homework etc neatly organized students learn skills necessary independent,61.15,1
md,mrs,grades_prek_2,29,health_sports,health_wellness,can imagine sitting still hours end i not adult i certainly not expect students able either i teach school diverse population we students every many ethnicity backgrounds our school 2 major cities many students receive free reduced lunches good size military population i love class bouncy love move i want offer students choice sit seats want they currently sit hard plastic chairs not comfortable i want comfortable able wiggle around use energy promotes brain power each morning chance pick seat start day right this project make difference research shown kids move learn by giving many opportunities possible toe move even seats i help live full potential,90.74,0
fl,ms,grades_prek_2,0,literacy_language,literacy literature_writing,some teachers taught curriculum today other teachers taught students today and big difference do remember kindergarten mostly playtime today kinderg rtners begin year no knowledge letters letter sounds expected leave independent readers my students love reading love writing and i not say lightly when time class begin writing nonfiction books entire unit reading nonfiction everyone class gave silent cheer faces lit excitement these moments teachers hope dream students showing love reading learning this year almost students began year knowing no letters letter sounds now may almost students reading level c level d including minority students they write stories poetry nonfiction books soon writing story problems math it joy finally surrounded kids not wait get school every day what secret behind students success we readers workshop readers workshop classroom structure students read independent reading levels time practice reading every day here works at beginning year students still need learn letters letter sounds once begin even minimal skill set students ready start reading for project i asked leveled books earliest levels reading this year i shared set co teacher next year i not yet books work students need read right levels order practice letters letter sounds sight words reading strategies without books students not able grow quickly enough readers you make difference donating books classroom i teach students take care books donation affect many many classrooms full kiddos you equipping students tools need become strong readers writers with ability read well students potential well throughout school years well lives,383.0,1
dc,ms,grades_3_5,0,history_civics literacy_language,history_geography literature_writing,a typical day classroom eventful say least my school located south east washington dc it high drug crime low income area city i love students like my school family many students come school hungry without school supplies i teach 4th grade language arts social studies rti enrichment two classes 25 students class these resources enable students basic needs little composition books pencils used every day evidence bases writing folders help student keep track work chrome books enable students access technology we conduct research projects often it hard share computer lab 350 students chrome books also enable students access programs lexia stmath reinforce skills taught class these donations let students know someone cares success it put level playing ground counterparts parts country everything banking grocery shopping gone digital these donations give access digital world every day,777.5000000000001,1
il,ms,grades_prek_2,8,appliedlearning,earlydevelopment,our classroom consists 25 five six year olds different level focus attention need move we early childhood center serving needs 600 children ages 3 6 some come takes successful due time preschool parents spend time home readiness skills others no kind school experience yet sit listen book beginning end children meant move flexible seating allow movement flexible seating allow appropriate movement increasing focus attention learning research indicates immediate benefits flexible seating include burning calories using excess energy improving metabolism increased motivation engagement creating better oxygen flow brain improving core strength overall posture we cube seating chairs pillows beanbags made former parent rocker sleds the addition balance ball chairs wobble cushions big joe seating allow special seating children independent work time fostering increased attention focus leads engagement learning,253.66000000000005,1
or,mrs,grades_prek_2,2,literacy_language math_science,literacy mathematics,my room positive structured learning class students love practice skills assist know routines we dance laugh sing reading focus means quieter setting need headphones the word listen contains letters word silent alfred brendeli classroom 25 sweet enthusiastic learners often sadly find stability school home our school home population diverse cultures languages well poverty almost 80 receiving free reduced lunch support the neighborhood tougher area families experienced shooting deaths 2015 2016 school year we work team family classroom making smart choices help and classmates my awesome kindergarteners love crave beg small reading group instruction it one favorite times school day the best time school day small reading group reading block the students adore get small group instruction teacher classroom assistant plus group independent activities centers one highly motivating favorite center independent reading ipads small reading group instruction our current headphones cheap frequently pop ipads break easily this causes students lose learning time need assistant help readjust that turn puts strain small group lessons frequent equipment interruptions some headphones missing parts broken often leads students share listen volume extremely low unfortunately neither options productive quality headphones would allow students focus reading instead deal dysfunctional equipment new durable headphones would alleviate stressful interruptions old borrowed broken ones the new durable headphones also allow students actually hear educational apps using,29.63,1
sc,mrs,grades_9_12,18,music_arts,music performingarts,my students discovering creative successful expressive music they know improving others community starting recognize well we working tirelessly build new program ground need help my students live community resources limited we rely fundraising efforts generous donations fund band program band expensive activity i believe finances not keep child experiencing music my students stepping take ownership band program my students demonstrate leadership strong work ethic determination contribute vast improvements recently shown we seen individuals grow desire practice build positive culture within band as teacher i could not proud accomplishments i want everything power make sure continue moving forward we repeatedly excellence not act habit aristotle my students well way establishing habits excellence i want make sure working equipment helps showcase hard work my students learning responsibility take care expensive equipment musical instruments however occasionally accidents happen large crowded band room unfortunately usually musical instrument takes worst beating accidentally knocked chair tripped it challenging young musicians sit still entire 75 minute band class ultimately end getting use restroom stretch legs while seat instrument left precarious situation could easily fall chair get stepped another student not paying attention surroundings the instrument stands i requesting used provide safe place temporarily store larger instruments not danger accidentally dropped tripped this project make difference extend life band instruments while take initial investment acquire stands end saving us hundreds dollars repair bills years come these stands also contribute teaching students lesson responsibility care nice equipment this translate future care home nice possessions,236.91000000000005,1
ca,mrs,grades_prek_2,1,health_sports,health_wellness,we started incorporating flexible seating classroom we love it kindergarten year movement collaboration exploring maturing focused learners i love able give control students choose seat allows kindergarten best my students come home lives back grounds lack support basic needs met trauma i trying create classroom environment fosters feel loving home comfortable offers choice encourages students make beneficial choices my kindergartners filled energy learning work others motivated learners i found incorporating choice movement days allowed engagement fun room my students love hokki stools already got funded donors choose i want able give additional seating options students allow comfortable work environment the jelly fish jr seats allow use energy positive way increase attentiveness kinesthetic learners the seats used independent seat work collaborative groups in short time i allowed students access flexible seating i already noticed motivating results i awe choices making i students consistently difficulties sitting chairs safely easily distracted working after allowing choice alternative seating options choosing sit away distractions choose seats allow movement engaged,93.46,1
sc,mrs,grades_prek_2,1,literacy_language,esl literacy,a book device ignite imagination alan bennett using amazon fire tablets i want spark love reading students confidence kindled success experienced leveled books books students could otherwise not afford our school high poverty school my students constantly asking questions seeking answers world around their curious natures left pages scarce informational texts classroom library tattered worn year due constant exploration need new resources fuel imagination love reading a great deal students come low income single parent homes they get little real world experience the amazon tablets offer hundreds books spark love reading as twenty first century learners develop understanding technology creating burning desire reading using fire tablets my students constantly seeking knowledge questioning these questions drive student learning research shows students retain information peaks interests i plan use tablets independent reading time guide student learning mini lessons done time reading block i several weeks worth mini lessons questioning locating answers informational texts found line using tablets the students take questions find answers virtual texts the donation amazon fire tablets help students see need e book fuel fire reading rest lives these fire tablets right prescription developing lifelong learners,39.99,1
ca,ms,grades_3_5,1,literacy_language math_science,literature_writing mathematics,do remember first day school it exciting time year the students happy back many students embarrassed time year cannot afford supplies needed complete year successfully the school i teach elementary school high need community the students attending school low economic community not able afford school materials this leaves students need support people outside community with basic school supplies notebooks composition books highlighters erasers pencil boxes dry erase markers post students feel empowered succeed throughout 5th grade having tissues ready runny noses make feel welcomed starting year right huge step toward success my students able enter classroom supplies needed complete projects various assignments throughout year contribute education your support make possible students successful 5th grade these students need support able receive use school supplies throughout school year,150.05999999999997,1
sc,ms,grades_9_12,1,literacy_language,literacy,i work engage students presenting information relevant everyday lives i offer choice learn we read we talk we uncover learn i work school made population almost 100 free reduced lunch many students come class disengaged disaffected last year school suspended 38 students i want empower students effect change lives community texts read my students use texts uncover truth systems within live i work talk teach 1 3 class time i believe students need 2 3 class work uncover students engaged choice these materials make difference students must central movement stop school prison pipeline i believe voice youth must heard these texts give knowledge speak issues directly impact lives present future,168.03,1
fl,mrs,grades_3_5,5,math_science,health_lifescience mathematics,i enthused students love time science they request experiments everyday the looks faces priceless able science experiments i teach title i school 93 students free reduced meals in classroom i educate 37 students come school eager learn these students english language learners learning read write speak also explore world science english spanish if project funded students able practice hands stem activities incorporating technology they able produce videos paper slides write projects complete using stem activities prepare students career ready starting young age using science technology engineering math the donations help greatly students would able explore real life hands experiments using technology process it would also help change lives would another way reach variety learning styles i classroom,1009.94,0
ca,ms,grades_3_5,6,literacy_language,literature_writing,some students not yet discovered books capture imaginations the books selected books interest popular among students age i want students want read books chose not books i selected my students diverse backgrounds the majority students latino asian income levels mid low students love work projects try new innovative things they enjoy technology science this year majority student like language arts we literature circles discussions books articles read we small school population students school since kindergarten many class every school year students enjoy socializing playing together also like school based projects working technology language arts big part school day my students use materials many ways they aloud check books weekly basis we use books book reports oral presentations student power point projects show elements story i allow students write stories based books chosen change endings way would liked book end the class library allow students access books chosen want read many times forced read stories not interest reading comprehension skill students always improve interest subject increase comprehension skills make meaningful readers,233.36999999999995,0
nc,mrs,grades_prek_2,0,appliedlearning specialneeds,earlydevelopment specialneeds,a person person no matter small dr seuss my preschool special needs classroom consists eleven 3 5 year olds diagnosed autism we use variety sensory objects order help students self regulate become frustrated my students preschool children attend pubic school interventions social emotional adaptive cognitive language gross fine motor skills each students special interest strength require special instruction order successful general education program early intervention key helping children successful school life each child responds environment differently teachers need help students cope surrounding environment using sensory integrated interventions help child adult deescalate self regulate emotions we also work child private therapists family ensure everyone working together best meet needs child currently classroom sensory room the room carpeted small i added shelves outside room make larger we not many items room all materials go room soft engaging calming cognitive psychologists suggest intellect derived sensory stimulation child environment respond towards kristen meyer multi sensory environments offer children disabilities opportunity explore control variety sensory experiences bridging barriers limitations sensory integration generates relaxing calming effect also activates stimulation neurologically impaired it shown increase concentration focus attention improve alertness increase communication general awareness children surroundings my hope i make sensory room inviting students students explore engaged materials provided i want thank reading classroom,205.72,1
wi,mrs,grades_6_8,7,history_civics literacy_language,history_geography literacy,blue green yellow red pink purple colors influence learn feel work in 6th grade literacy classroom need additional art supplies like colored sticky notes markers chart paper help us writing reading workshop my students come rural wisconsin community 20 minutes capital we large school 950 students drawing subdivisions farms small communities nearby the community close knit values education supportive school a key component literacy workshop use anchor charts teach strategies reading writing these charts often developed students pepper room reminders learning goals sticky notes used almost daily way track reading comprehension questions we use share insights whole class make lists board take polls mark important passages students learn actively engage text ways beyond reading traditional discussion this project allow supplies i often purchase throughout year readily available being able materials hand make literacy fun interactive makes stronger productive classroom,116.51,1
in,ms,grades_6_8,2,appliedlearning,other,at beginning school year able obtain color printer the students loved see projects get printed immediately more color ink cartridges needed coming school year i trying pro active i teach 8th grade computer class intercity middle school located indianapolis in our students mostly intercity students many students not computers home let alone software in today world jobs occupations require computer skills additionally students need computer skills order well college my class teaches students various kinds computer software skills my computer class project based many projects require color printing having color printer classroom allow students print projects immediately this allow students finish rest project timely manner instead waiting this past year students loved printing projects right class additional ink cartridges needed next year students this year i paid additional cartridges pocket unfortunately i cannot keep i asking help students usually not engaged studies become engaged projects they love creating calendars printing immediately they also love creating posters entered contests hung around school having ink cartridges help support students,72.88,1
ny,ms,grades_6_8,18,math_science,appliedsciences environmentalscience,in room surrounded animals plants students enter jungle classroom engulfed science the classroom designed exploration research learning via hands activities by end year i want students forefront stem education my students group diverse students travel brooklyn ny attend middle school each student unique way makes learning much special my students love learning ever changing world science captured fact every day brings new discoveries science the school welcoming environment encourages higher level learning supporting students every step the school houses 1400 middle school students come different ethnic backgrounds in order strengthen learning experience i want students utilize possible resources i provide with diverse group learners providing various entrance points topic crucial so many learn best independent research reading articles watching documentaries continuing engage topic furthering learning inquiry my junior scientists always encouraged create best possible projects lab reports essay possible summative assessments with decorative accessories bulletin board properly themed display beautiful work with themed projects students continue strive creating beautiful projects order make classroom bulletin board when students see work displayed tend work even harder try reach perfection make board this encourages students ensure work displays best effort with new project every month students get chance work put see,248.29,1
sc,mrs,grades_3_5,1,history_civics literacy_language,history_geography literacy,students need college career ready means also ready area technology many resources students located internet programs computer right classroom limited 4 devices technology share 24 students my school title 1 school many students poverty free reduced lunch program however no matter backgrounds i wonderful students eager learn my students wide range ability levels learning styles also age concrete operational thinkers means cannot see things solely abstractly heads one thing helps no matter ability style able visually see learning completely engaged learning experience more technology meet needs students if technology easily accessible students would see modern classroom technology would allow students take responsibility learning allow better plan instruction around needs 12 chromebooks classroom would ratio 2 students per laptop this would allow better reach students working one one small groups students based needs allowing intervention enrichment activities use technology differentiation instruction would also become feasible if technology easily accessible students would abundance resources fingertips my students could use chromebooks variety ways with resources available computers days students could read participate educational programs create products videos presentations blogs having technology classroom would allow better differentiate instruction student unique individual i would able assign programs texts students based ability level interest learning style they would become knowledgeable real world skills getting better instruction traditional academics the possibilities endless greater availability technology student,165.99,1
la,ms,grades_9_12,3,math_science,mathematics,today day we use education change world because change makers those last two lines call response open class day we problem solvers critical thinkers innovators change makers my students thirsty make difference school community they notice everything lack supplies lack mental health resources institutional racism poverty often traps environments low expectations little hope we frequently discussions importance using education means bring change use math skills daily think critically issues faced families friends communities our lessons explored context real world issues whether exponential cost dangerous pay day loans prey vulnerable families high negative correlation coefficient describes relationship poverty school performance we struggle concrete skills algebra 1 better understand break solve issues like food deserts homicide rate teen pregnancy educational disparity achievement gap this year student used math skills create organizations address social issues passionate one group designed mentoring program students adhd pass along tricks success another chill room students calm in school suspension curriculum address school prison pipeline yet another working connect police force minority youth sports programs my students designed everything childcare no one there bus support kids incarcerated parents adult 101 program kids aging foster care they analyzed data interpreted graphs created budgets path towards solution issues impact many personally our biggest challenge along way technology resources available complete research analysis pitch presentations these chromebooks go long way supporting work change makers when given little room creative appropriate resources work kids incredible things math challenging often seems abstract worth effort empowering students use math skills build critical thinking skills increase problem solving capacity bring change essential engagement and think back history power youth,1405.18,1
il,mr,grades_6_8,72,math_science music_arts,health_lifescience visualarts,leonardo da vinci recently described a supreme example anatomist could also draw artist also skilled dissector it union two skills single figure made leonardo unique this project empower learning science art our pre k grade 8 elementary school proud serve highest number students currently residing homeless shelters school nation third largest school district we serve diverse student body whose families recently immigrated countries spanning 5 continents besides challenges extreme poverty urban violence learning english second language continued budget cuts science art programs school strives seek outside resources overcome hurdles still provide students meaningful rigorous multidisciplinary fun learning experiences every day because continued generous support donorschoose funded projects students overwhelmingly graduate elementary school tools place enter city top public private college prep high schools da vinci often said jack trades this project involves high level inquiry studying human anatomy next best thing available middle school students dissection fetal pigs da vinci took elaborate notes dissections made hundreds years ago yet never published thousands pages just like da vinci students create detailed sketches science notebooks various organ systems cardiovascular digestive nervous systems become experts various organs combining extensive inquiry based research as way sharing knowledge school community create elaborate paintings drawings extra canvasses received earlier donorschoose project the digital microscope camera used display pictures microscopic cellular anatomical structure digital art da vinci would envious your support project help ensure continue inspire students learning science empowering art way leonardo da vinci not students going grow scientists not become professional artists yet multidisciplinary science art project one remember rest lives tap multiple learning styles shared cooperative relevant fun way,343.35,1
tx,mr,grades_3_5,5,literacy_language math_science,literacy mathematics,technology vital part lives today technology classroom plays important role instruction students learning creating learning environment offers wide variety technology devices ensure students set success educational journey i teach 3rd grade low socioeconomic area however students come school every day excited ready learn my goal prepare lessons incorporate technology across entire curriculum we low income families district would opportunity students use technology it important students gain skills using technology futures i looking forward outstanding group students year i hope feed hunger knowledge aid learning giving variety ways use technology classroom our campus gaining new technology year however computers still outdated need replaced adding pair new chromebooks would greatly benefit students classroom adding pair new chromebooks mice classroom something looking forward this tool would add another valuable resource classroom students use aid learning math reading research projects the chromebooks provide students chance publish writing present research use educational programs enhance academically my goal provide students learning opportunities using range technology classroom thank time consideration support truly appreciated my students i truly grateful thoughtful donations,149.99,1
ma,ms,grades_prek_2,0,literacy_language specialneeds,literature_writing specialneeds,every morning begin day greeting circle time some students use words greet students working using picture cards help communicate this engaging circle time sets us wonderful day my students sub separate classroom autism low income urban community they fun loving four five year olds love explore world around some favorite things class play playground play sandbox color sing some favorite toys include trains cars puzzles we active love incorporate movement throughout day one resources class missing technology specifically ipad the students would greatly benefit incorporating classroom daily routine the various apps offered would enhance communication skills letter name recognition phonics fine motor skills the ipad would not help communication literacy would also incorporate math skills such number recognition 1 1 correspondence shapes counting overall ipad help students social life skills the donations project help improve classroom teaching students autism sub separate classroom use technology many students not resources readily available the introduction ipad give students opportunity practice skills engaging academic activities it change students lives better helping succeed,498.43,1
ny,mrs,grades_prek_2,0,math_science,appliedsciences mathematics,in classroom children need opportunity create design fun fashion using building blocks class would best opportunity use students lives we always start day good morning song my school title one school urban environment my students beautiful children love share i would like toys quality toys use classroom i see toys shared classrooms engage children thinking design we use supplies class special time fridays special time design share our children able follow directions use recently acquired reading skills learn kits assembling it belief hands learning superior way learn working together creates students able share it expose students quality playtime improve use creative thinking sharing students need see product able used class looks like something nice,386.14,1
or,mrs,grades_prek_2,3,literacy_language math_science,literacy mathematics,my student hungry not snack also manipulative station rotation every day 45 minutes station rotation work independently literacy math activities we played many fun games time need new exciting station options we class 26 wonderful 5 6 year olds we located outside portland oregon city called happy valley true name happy giving community we pride school set high expectations teachers students i envision resources used classroom station rotations they working independently partners time literacy math skills they learn numbers different formats along reviewing sight words daily a donation project improve classroom giving students options choose station rotation stay task continue educational growth,87.96,0
ar,mrs,grades_3_5,6,music_arts,performingarts visualarts,art music keys successful learning the arts often underestimated comes education school students love music art funding not luxuries students smile create help students smile create our students come low economic area homes some students speak little english students 3 grade levels reading capabilities resources not students succeed a lot students interested music arts resources limited areas we amazing artistic minds within student body unable showcase beautiful minds without proper resources music arts calming push creative thinking within students help students thrive feel dreams unreachable backgrounds let know worth investment all materials used math art classes i want empower students art they use materials showcase learned math all materials displayed hallways incorporate subjects math geometric shapes glue shapes rhythm original music instruments science fair projects well posters cultural backgrounds future goals students learn use tools express confidence talents help others see talents student encompasses they also able show competency core subjects artistic colorful way we also use tools encourage parental involvement community involvement we want students appreciated inside outside facility our students used limited resources receiving hand supplies passed higher income area schools many times they used high crime areas low income housing what not used people believing capabilities investing futures when invest child future let know hope where hope child life these kids need hope,248.03,1
co,ms,grades_prek_2,2,appliedlearning music_arts,earlydevelopment visualarts,no preschool teacher could succeed without art looking making talking art children learning express emotions also developing fine motor control every day make unique creation using art materials found purchased my students majority esl self expression art incredibly important experience share every day classroom they look forward art projects much enjoy artwork showcased one another parents our school also majority english second language i believe learning express oneself young age tremendous benefit older students students year next able work personal projects using various materials chalk acrylic paint watercolors colored pencils these different materials allow students find medium works gives freedom use comfortable way makes sense vision bodies for example student comfortable standing paint canvas attached wall student comfortable laying enjoy colored pencils chalk students draw inspiration contemporary past artists learning origins artist wish learn art leads experiencing happiness accomplishment art leaves open end students able create explore heart content this feeling encourages students try new things examine others perspective celebrate diversity accepting others see thing different way,518.0500000000001,1
ga,mrs,grades_prek_2,17,math_science,appliedsciences mathematics,when i ask students ready challenge eagerly respond yes that hoping stem kits next challenge my twenty four first graders curious active full energy we one eight first grade classes school 1 300 students our classroom makeup includes diverse cultural population inquisitive boys girls varying ability levels amazing personalities we located georgia right outside atlanta i one lucky teacher my students need 2 stem kits practice problem solving communication skills small groups we use part center rotations within classroom classes they work together plan test create order reach goal they also record process drawing writing wonder journals they already love stem time i know kits keep engaged excited taking new challenges stem not buzz word teaching involving students hands minds learning necessity the earlier offer opportunities better students thank supporting early learners,526.06,1
mn,mrs,grades_prek_2,2,literacy_language music_arts,literacy visualarts,my students come school morning different experiences some come ready learn good night sleep healthy breakfast however others come tired hungry stressed sad angry these students need calming transition realize safe loved school in classroom 22 unique creative diverse brilliant students bubbling potential however many experience difficulties block ability focused learning desperately need want participate my school minnesota focus school meaning lowest 10 percent schools receive title i dollars state but students eager change they know succeed face many barriers over 75 students qualify free reduced lunch our school high population homeless transient students many students experienced great deals trauma young lives in order able learn need know school safe place adults children love these materials help provide calming experiences not build academic learning lead empowering students art music i begun incorporate art based calming transitions featuring calming music molding dough these experiences made positive difference student focus behavior and materials requested project allow bring experiences having additional molding materials allergen friendly trays students build mean students creative additional sensory experiences these materials allow students go playing dough creating art additionally music player rain sticks mean calming music stories cd heard throughout entire classroom students create art students lives change better project give students opportunity build creativity literacy self regulation strategies not need skills order meet second grade standards also order college career ready futures this project also help build social emotional skills like collaboration stamina focus carry throughout education adulthood,292.93,1
az,ms,grades_prek_2,0,literacy_language math_science,literacy mathematics,i teach class 24 kindergarteners title 1 school although money tight curriculum somewhat lacking students eager learn try new things especially technology my students loving energetic eager learn group 5 6 year olds they love hands learning activities strive please teacher cactus view elementary title 1 school half students qualifying free reduced lunch many students come homes lack educational resources many students come school already risk failing arizona state tests many students parents work least 2 jobs not allowing give extra attention help child many need cactus view struggles provide working efficient computers classroom currently i 3 computer laptops room work 35 time the ipad would mainly used literacy math centers allow technology integration within curriculum specific activities would include numbers counting sorting patterning math segmenting blending fluency handwriting practice letter identification recognition one one matching during small group instruction ipads allow students reinforce practice skills group not meeting the ipads allow students use technology independently struggle use touch pad laptop ipads also enable students capture new concepts learning they give us opportunities create design the ipads also allow students deepen understanding concepts learning the students capture important things want share all students different ideas important,299.99,1
